Date,nom_station,Solar.radiation,Solar.Panel,Precipitation,Battery,HC.Serial.Number,HC.Air.temperature,HC.Relative.humidity,Dew.Point,VPD,DeltaT,Sunshine.duration,U.sonic.wind.speed,U.sonic.wind.dir,Wind.gust,U.sonic..wind.hardware.version,U.sonic..wind.firmware.version,U.sonic..wind.identifier.LSB,U.sonic..wind.identifier.middle,U.sonic..wind.identifier.MSB,EAG.Soil.moisture,Volumetric.Ionic.Content,Soil.temperature,KZ.Solar.radiation,Air.pressure,Drybulb.temperature
2024-12-14T11:00:00Z,fc,546,10319,0.2,6878,20734861,18.316666666666666,62.26,9.75,7.1,4,60,3.3,273,5.1,300,145,540292675,1261522965,2687065,52.18,2309.27,15.6,NA,NA,NA
2024-12-14T12:00:00Z,fc,491,10305,0,6875,20734861,18.726666666666667,53.486666666666665,8.6,9.65,5.333333333333333,60,3.4000000000000004,267,5.1,300,145,540292675,1261522965,2687065,52.17,2304.3273,15.6,NA,NA,NA
2024-12-14T13:00:00Z,fc,391,10242,0,6870,20734861,18.603333333333335,62.53333333333333,10.55,7.4,4.333333333333333,60,3.7,268,5.5,300,145,540292675,1261522965,2687065,52.17,2300.641,15.6,NA,NA,NA
2024-12-14T14:00:00Z,fc,227,9979,0,6870,20734861,17.636666666666667,71.98666666666666,11.9,5.050000000000001,3,60,4.050000000000001,250,6,300,145,540292675,1261522965,2687065,52.18,2296.1659,15.6,NA,NA,NA
2024-12-14T15:00:00Z,fc,84,2593,0,6824,20734861,16.456666666666667,77.99666666666667,12.35,3.6999999999999997,2.3333333333333335,15,3.3,250,5.2,300,145,540292675,1261522965,2687065,52.18,2292.1201,15.566666666666666,NA,NA,NA
2024-12-14T16:00:00Z,fc,0,0,0,6647,20734861,15.43,85.76,12.95,2.25,1.3333333333333333,0,2.05,243,3.4,300,145,540292675,1261522965,2687065,52.19,2290.9093,15.566666666666666,NA,NA,NA
2024-12-14T17:00:00Z,fc,0,0,0,6588,20734861,14.7,88.55333333333333,12.5,1.7000000000000002,1,0,2,239,3.1,300,145,540292675,1261522965,2687065,52.2,2289.295,15.533333333333333,NA,NA,NA
2024-12-14T18:00:00Z,fc,0,0,0,6576,20734861,14.42,86.17333333333333,11.95,2.15,1,0,2.1500000000000004,259,4.2,300,145,540292675,1261522965,2687065,52.2,2290.5078,15.533333333333333,NA,NA,NA
2024-12-14T19:00:00Z,fc,0,0,0,6568,20734861,14.076666666666666,88.62333333333333,12.1,1.5,1,0,1.5,202,2.8,300,145,540292675,1261522965,2687065,52.19,2291.7165,15.5,NA,NA,NA
2024-12-14T20:00:00Z,fc,0,0,0,6571,20734861,13.776666666666667,90.72,12.15,1.25,1,0,0.85,168,1.6,300,145,540292675,1261522965,2687065,52.2,2294.138,15.466666666666667,NA,NA,NA
2024-12-14T21:00:00Z,fc,0,0,0,6565,20734861,13.473333333333334,92.39333333333333,12.149999999999999,1.05,1,0,0.85,208,1.5,300,145,540292675,1261522965,2687065,52.19,2294.138,15.5,NA,NA,NA
2024-12-14T22:00:00Z,fc,0,0,0,6556,20734861,13.156666666666666,93.28666666666666,11.9,0.9,0.6666666666666666,0,1.05,164,2.4,300,145,540292675,1261522965,2687065,52.2,2294.138,15.466666666666667,NA,NA,NA
2024-12-14T23:00:00Z,fc,0,0,0,6553,20734861,13.343333333333334,92.40666666666667,11.95,0.9500000000000001,0.6666666666666666,0,1.3,213,3,300,145,540292675,1261522965,2687065,52.18,2294.138,15.5,NA,NA,NA
2024-12-15T00:00:00Z,fc,0,0,0,6553,20734861,13.55,89.65666666666667,11.75,1.5,1,0,1.85,228,2.9,300,145,540292675,1261522965,2687065,52.2,2292.5237,15.5,NA,NA,NA
2024-12-15T01:00:00Z,fc,0,0,0,6551,20734861,13.543333333333333,87.19,11.3,1.85,1,0,2.15,238,4,300,145,540292675,1261522965,2687065,52.19,2292.5237,15.5,NA,NA,NA
2024-12-15T02:00:00Z,fc,0,0,4,6536,20734861,13.106666666666667,93.36,11.85,0.55,0.3333333333333333,0,2.45,243,4.4,300,145,540292675,1261522965,2687065,52.19,2434.7975,15.5,NA,NA,NA
2024-12-15T03:00:00Z,fc,0,0,1,6525,20734861,12.623333333333333,96.12,11.9,0.45,0,0,2.7,207,5.3,300,145,540292675,1261522965,2687065,52.2,2471.8246,15.466666666666667,NA,NA,NA
2024-12-15T04:00:00Z,fc,0,0,2,6516,20734861,12.603333333333333,95.44,11.600000000000001,0.4,0.3333333333333333,0,2.25,217,4.6,300,145,540292675,1261522965,2687065,52.2,2453.6932,15.5,NA,NA,NA
2024-12-15T05:00:00Z,fc,0,0,0.6,6502,20734861,11.81,98.08666666666666,11.35,0.1,0,0,1.1,248,2.4,300,145,540292675,1261522965,2687065,52.19,2473.9669,15.5,NA,NA,NA
2024-12-15T06:00:00Z,fc,0,3278,1.6,6494,20734861,11.61,99.27333333333333,11.4,0.05,0,0,1.65,212,3.4,300,145,540292675,1261522965,2687065,52.19,2485.4703,15.466666666666667,NA,NA,NA
2024-12-15T07:00:00Z,fc,29,6839,0,6616,20734861,11.89,97.84666666666666,11.45,0.2,0,0,1.15,264,2.1,300,145,540292675,1261522965,2687065,52.19,2410.3562,15.5,NA,NA,NA
2024-12-15T08:00:00Z,fc,310,10218,0,6872,20734861,13.36,91.07333333333334,11.7,0.75,1,55,1.25,209,2.5,300,145,540292675,1261522965,2687065,52.19,2372.6899,15.5,NA,NA,NA
2024-12-15T09:00:00Z,fc,148,7084,1.2,6841,20734861,13.5,84.15666666666667,10.45,1.7000000000000002,1.6666666666666667,20,3.85,249,7.5,300,145,540292675,1261522965,2687065,52.19,2420.1834,15.533333333333333,NA,NA,NA
2024-12-15T10:00:00Z,fc,522,9797,0.2,6867,20734861,13.479999999999999,82.03666666666666,10.15,2.0999999999999996,2,55,2.5,274,5.7,300,145,540292675,1261522965,2687065,52.19,2384.8666,15.5,NA,NA,NA
2024-12-15T11:00:00Z,fc,52,7069,1.6,6830,20734861,12.156666666666666,91.97,10.149999999999999,0.8500000000000001,0.6666666666666666,5,2.95,168,7.8,300,145,540292675,1261522965,2687065,52.19,2450.9548,15.533333333333333,NA,NA,NA
2024-12-15T12:00:00Z,fc,169,10098,2.2,6872,20734861,13.016666666666666,91.66666666666667,11.5,0.8500000000000001,0.6666666666666666,30,2.3,252,3.9,300,145,540292675,1261522965,2687065,52.19,2436.1458,15.5,NA,NA,NA
2024-12-15T13:00:00Z,fc,197,9993,0.2,6870,20734861,13.813333333333334,85.21666666666667,10.75,1.8499999999999999,1.3333333333333333,40,3.8,266,6.8,300,145,540292675,1261522965,2687065,52.19,2391.6248,15.533333333333333,NA,NA,NA
2024-12-15T14:00:00Z,fc,235,9825,0,6867,20734861,13.75,78.52666666666667,9.8,3.05,2,55,3.5,286,5.2,300,145,540292675,1261522965,2687065,52.2,2363.8372,15.466666666666667,NA,NA,NA
2024-12-15T15:00:00Z,fc,60,2621,0,6787,20734861,13.903333333333332,73.62333333333333,8.95,3.8499999999999996,2.6666666666666665,15,3.3,286,5.7,300,145,540292675,1261522965,2687065,52.19,2350.0338,15.5,NA,NA,NA
2024-12-15T16:00:00Z,fc,0,0,0,6639,20734861,13.33,70.44666666666667,7.449999999999999,4,3,0,2.9000000000000004,277,5.6,300,145,540292675,1261522965,2687065,52.2,2344.3845,15.533333333333333,NA,NA,NA
2024-12-15T17:00:00Z,fc,0,0,0,6602,20734861,12.863333333333333,70.28999999999999,7.1,4.050000000000001,2.6666666666666665,0,2.8,299,5.5,300,145,540292675,1261522965,2687065,52.2,2340.928,15.533333333333333,NA,NA,NA
2024-12-15T18:00:00Z,fc,0,0,0,6588,20734861,13.093333333333334,65.13333333333334,6.3,4.9,3.3333333333333335,0,3.7,287,6.2,300,145,540292675,1261522965,2687065,52.21,2337.9153,15.5,NA,NA,NA
2024-12-15T19:00:00Z,fc,0,0,1.2,6582,20734861,12.283333333333333,79.24333333333334,7.95,2.05,2,0,4.3,302,7.4,300,145,540292675,1261522965,2687065,52.22,2448.3065,15.5,NA,NA,NA
2024-12-15T20:00:00Z,fc,0,0,0,6565,20734861,12.43,77.28999999999999,8.399999999999999,3.05,2,0,2.2,298,4.3,300,145,540292675,1261522965,2687065,52.2,2427.4398,15.533333333333333,NA,NA,NA
2024-12-15T21:00:00Z,fc,0,0,0,6559,20734861,12.466666666666667,78.86666666666666,8.600000000000001,2.65,2,0,1.25,291,2.9,300,145,540292675,1261522965,2687065,52.2,2377.5773,15.5,NA,NA,NA
2024-12-15T22:00:00Z,fc,0,0,0,6556,20734861,13.02,79.41,9.5,3,2,0,3.4,285,5.7,300,145,540292675,1261522965,2687065,52.2,2370.806,15.5,NA,NA,NA
2025-07-26T00:00:00Z,bir-ben-kemla,NA,0,NA,6488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T00:00:00Z,bne_khaled,NA,0,0,6428,NA,27.15,59.94,18.6,14.3,6,NA,0.1,26,0.3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2025-07-26T00:00:00Z,bouchrik,NA,0,NA,6542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T00:00:00Z,jendouba,0,0,0,6528,NA,NA,NA,NA,NA,NA,NA,3.6,237,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T00:00:00Z,mahdia,0,0,NA,6486,NA,29.13,66.61,22.2,13.5,5,NA,1.9,335,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T00:00:00Z,nabeul,0,0,0,6465,NA,26.51,59.02,17.8,14.1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1011.02,NA
2025-07-26T00:00:00Z,ben-kemla,NA,0,0,6536,NA,29.03,55.97,19.2,17.6,7,NA,0.9,22,2.9,NA,NA,NA,NA,NA,NA,NA,NA,0,1013.471,NA
2025-07-26T01:00:00Z,bir-ben-kemla,NA,0,NA,6484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T01:00:00Z,bne_khaled,NA,0,0,6425,NA,27.34,56.71,17.9,15.7,6,NA,0.2,50,0.6,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2025-07-26T01:00:00Z,bouchrik,NA,0,NA,6537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T01:00:00Z,jendouba,0,0,0,6514,NA,NA,NA,NA,NA,NA,NA,0.9,342,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T01:00:00Z,mahdia,0,0,NA,6481,NA,28.17,63.63,20.61,13.9,5,NA,1.4,4,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T01:00:00Z,nabeul,0,0,0,6459,NA,25.51,65.89,18.6,11.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1009.58,NA
2025-07-26T01:00:00Z,ben-kemla,NA,0,0,6539,NA,28.1,55.86,18.4,16.7,6,NA,0.7,39,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1011.895,NA
2025-07-26T02:00:00Z,bir-ben-kemla,NA,0,NA,6481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T02:00:00Z,bne_khaled,NA,0,0,6425,NA,27.02,56.82,17.6,15.4,6,NA,0.4,48,0.8,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2025-07-26T02:00:00Z,bouchrik,NA,0,NA,6530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T02:00:00Z,jendouba,0,0,0,6505,NA,NA,NA,NA,NA,NA,NA,1.8,222,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T02:00:00Z,mahdia,0,0,NA,6475,NA,28.1,67.32,21.47,12.4,5,NA,1,338,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T02:00:00Z,nabeul,0,0,0,6459,NA,25.57,61.85,17.6,12.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1009.834,NA
2025-07-26T02:00:00Z,ben-kemla,NA,0,0,6531,NA,28.14,58.69,19.2,15.7,6,NA,0.4,134,1.5,NA,NA,NA,NA,NA,NA,NA,NA,0,1012.301,NA
2025-07-26T03:00:00Z,bir-ben-kemla,NA,0,NA,6470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T03:00:00Z,bne_khaled,NA,0,0,6425,NA,26.2,70.09,20.3,10.1,4,NA,0.3,54,0.6,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2025-07-26T03:00:00Z,bouchrik,NA,0,NA,6522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T03:00:00Z,jendouba,0,0,0,6499,NA,NA,NA,NA,NA,NA,NA,1.4,196,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T03:00:00Z,mahdia,0,0,NA,6470,NA,27.88,68.31,21.5,11.9,4,NA,0.7,335,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T03:00:00Z,nabeul,0,0,0,6454,NA,26.21,59.8,17.7,13.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1009.689,NA
2025-07-26T03:00:00Z,ben-kemla,NA,0,0,6528,NA,27.95,59.53,19.3,15.2,6,NA,0.2,152,0.9,NA,NA,NA,NA,NA,NA,NA,NA,0,1011.883,NA
2025-07-26T04:00:00Z,bir-ben-kemla,NA,0,NA,6470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T04:00:00Z,bne_khaled,NA,0,0,6414,NA,25.93,71.5,20.3,9.5,4,NA,0.2,55,0.3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2025-07-26T04:00:00Z,bouchrik,NA,0,NA,6513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T04:00:00Z,jendouba,0,0,0,6502,NA,NA,NA,NA,NA,NA,NA,3.1,147,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T04:00:00Z,mahdia,0,0,NA,6466,NA,27.44,71.94,21.92,10.3,4,NA,0.6,43,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T04:00:00Z,nabeul,0,0,0,6454,NA,25.7,71.48,20.1,9.3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1009.689,NA
2025-07-26T04:00:00Z,ben-kemla,NA,0,0,6528,NA,27.62,62.37,19.7,13.9,5,NA,0.3,142,1.1,NA,NA,NA,NA,NA,NA,NA,NA,0,1011.623,NA
2025-07-26T05:00:00Z,bir-ben-kemla,NA,6724,NA,6488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T05:00:00Z,bne_khaled,NA,977,0,6425,NA,25.35,75.79,20.7,7.8,3,NA,0.2,52,0.5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2025-07-26T05:00:00Z,bouchrik,NA,6697,NA,6510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T05:00:00Z,jendouba,2,3173,0,6505,NA,NA,NA,NA,NA,NA,NA,3.7,269,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T05:00:00Z,mahdia,2,6677,NA,6470,NA,27.3,76.56,22.81,8.5,3,NA,0.7,357,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T05:00:00Z,nabeul,0,972,0,6454,NA,25.34,74.35,20.4,8.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1010.121,NA
2025-07-26T05:00:00Z,ben-kemla,NA,2511,0,6528,NA,27.41,67.29,20.7,11.9,5,NA,0.3,30,1.3,NA,NA,NA,NA,NA,NA,NA,NA,6,1011.092,NA
2025-07-26T06:00:00Z,bir-ben-kemla,NA,6839,NA,6577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T06:00:00Z,bne_khaled,NA,4428,0,6431,NA,25.22,78.6,21.1,6.8,3,NA,0.2,58,0.8,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA
2025-07-26T06:00:00Z,bouchrik,NA,6858,NA,6608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T06:00:00Z,jendouba,89,6993,0,6710,NA,NA,NA,NA,NA,NA,NA,0.4,20,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T06:00:00Z,mahdia,45,6787,NA,6537,NA,27.76,78.19,23.59,8.1,3,NA,1.2,348,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T06:00:00Z,nabeul,41,6183,0,6499,NA,25.39,70.05,19.5,9.6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1011.027,NA
2025-07-26T06:00:00Z,ben-kemla,NA,6566,0,6582,NA,27.69,67.18,21,12.1,5,NA,0.7,17,1.9,NA,NA,NA,NA,NA,NA,NA,NA,49,1011.266,NA
2025-07-26T07:00:00Z,bir-ben-kemla,NA,7047,NA,6751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T07:00:00Z,bne_khaled,NA,6743,0,6468,NA,25.65,73.84,20.6,8.6,3,NA,0.3,52,0.5,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA
2025-07-26T07:00:00Z,bouchrik,NA,7087,NA,6818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T07:00:00Z,jendouba,245,9523,0,6804,NA,NA,NA,NA,NA,NA,NA,1,147,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T07:00:00Z,mahdia,98,6957,NA,6680,NA,27.59,74.51,22.65,9.4,4,NA,1.5,334,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T07:00:00Z,nabeul,196,6911,0,6713,NA,25.79,68.31,19.4,10.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1011.46,NA
2025-07-26T07:00:00Z,ben-kemla,NA,6925,0,6736,NA,27.42,65.51,20.3,12.5,5,NA,0.8,7,2.6,NA,NA,NA,NA,NA,NA,NA,NA,98,1012.362,NA
2025-07-26T08:00:00Z,bir-ben-kemla,NA,9781,NA,6838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T08:00:00Z,bne_khaled,NA,6782,0,6494,NA,26.44,61.92,18.5,13.1,5,NA,0.3,53,0.8,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA
2025-07-26T08:00:00Z,bouchrik,NA,10219,NA,6838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T08:00:00Z,jendouba,369,9782,0,6804,NA,NA,NA,NA,NA,NA,NA,1.7,209,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T08:00:00Z,mahdia,371,7130,NA,6838,NA,28.53,68.01,22,12.5,5,NA,1.7,328,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T08:00:00Z,nabeul,442,9993,0,6781,NA,26.86,63.19,19.2,13,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1011.476,NA
2025-07-26T08:00:00Z,ben-kemla,NA,9519,0,6821,NA,28.2,59.37,19.4,15.5,6,NA,0.9,6,2.4,NA,NA,NA,NA,NA,NA,NA,NA,347,1012.88,NA
2025-07-26T09:00:00Z,bir-ben-kemla,NA,10317,NA,6838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T09:00:00Z,bne_khaled,NA,6839,0,6531,NA,27.46,55.45,17.7,16.3,6,NA,0.3,51,0.6,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA
2025-07-26T09:00:00Z,bouchrik,NA,10294,NA,6842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T09:00:00Z,jendouba,515,9892,0,6807,NA,NA,NA,NA,NA,NA,NA,2.1,352,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T09:00:00Z,mahdia,532,9904,NA,6884,NA,29.54,59.67,20.87,16.7,6,NA,2.1,335,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T09:00:00Z,nabeul,664,10041,0,6776,NA,27.85,55.57,18.1,16.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1011.612,NA
2025-07-26T09:00:00Z,ben-kemla,NA,9936,0,6821,NA,28.95,53.71,18.5,18.4,7,NA,0.8,36,2.5,NA,NA,NA,NA,NA,NA,NA,NA,483,1013.19,NA
2025-07-26T10:00:00Z,bir-ben-kemla,NA,10325,NA,6838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T10:00:00Z,bne_khaled,NA,6954,0,6619,NA,28.49,48.88,16.6,19.9,8,NA,0.4,47,0.8,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA
2025-07-26T10:00:00Z,bouchrik,NA,10286,NA,6842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T10:00:00Z,jendouba,795,10012,0,6807,NA,NA,NA,NA,NA,NA,NA,2.6,325,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T10:00:00Z,mahdia,774,10349,NA,6891,NA,30.66,57.15,21.2,18.9,7,NA,1.9,335,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T10:00:00Z,nabeul,820,10084,0,6781,NA,28.83,49.95,17.3,19.8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1012.01,NA
2025-07-26T10:00:00Z,ben-kemla,NA,10003,0,6821,NA,29.98,51.54,18.8,20.5,7,NA,0.7,56,2,NA,NA,NA,NA,NA,NA,NA,NA,689,1013.455,NA
2025-07-26T11:00:00Z,bir-ben-kemla,NA,10120,NA,6838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T11:00:00Z,bne_khaled,NA,9226,0,6727,NA,30.75,39.9,15.5,26.7,10,NA,0.5,44,0.9,NA,NA,NA,NA,NA,NA,NA,NA,243,NA,NA
2025-07-26T11:00:00Z,bouchrik,NA,10238,NA,6842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T11:00:00Z,jendouba,758,9902,0,6807,NA,NA,NA,NA,NA,NA,NA,2.7,330,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T11:00:00Z,mahdia,898,10313,NA,6893,NA,31.85,52.39,20.89,22.5,8,NA,1.8,336,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T11:00:00Z,nabeul,927,10094,0,6778,NA,29.9,43.95,16.2,23.6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1012.216,NA
2025-07-26T11:00:00Z,ben-kemla,NA,10022,0,6824,NA,30.73,48.07,18.4,22.9,8,NA,0.8,68,2.4,NA,NA,NA,NA,NA,NA,NA,NA,786,1013.699,NA
2025-07-26T12:00:00Z,bir-ben-kemla,NA,10325,NA,6838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T12:00:00Z,bne_khaled,NA,9030,0,6722,NA,35.11,30.68,15.2,39.2,13,NA,0.4,54,0.8,NA,NA,NA,NA,NA,NA,NA,NA,520,NA,NA
2025-07-26T12:00:00Z,bouchrik,NA,10278,NA,6842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T12:00:00Z,jendouba,579,9998,0,6810,NA,NA,NA,NA,NA,NA,NA,3.3,342,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T12:00:00Z,mahdia,952,10388,NA,6896,NA,32.38,49.13,20.34,24.7,8,NA,2.1,326,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T12:00:00Z,nabeul,956,10094,0,6778,NA,30.32,38.2,14.5,26.7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1012.14,NA
2025-07-26T12:00:00Z,ben-kemla,NA,10027,0,6818,NA,31.3,44.64,17.8,25.2,9,NA,0.8,64,1.9,NA,NA,NA,NA,NA,NA,NA,NA,822,1013.927,NA
2025-07-26T13:00:00Z,bir-ben-kemla,NA,10286,NA,6838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T13:00:00Z,bne_khaled,NA,6993,0,6656,NA,32.93,28.98,12.5,35.6,13,NA,0.3,72,0.8,NA,NA,NA,NA,NA,NA,NA,NA,246,NA,NA
2025-07-26T13:00:00Z,bouchrik,NA,10254,NA,6842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T13:00:00Z,jendouba,907,9950,0,6810,NA,NA,NA,NA,NA,NA,NA,4,330,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T13:00:00Z,mahdia,847,10286,NA,6896,NA,32.87,45.28,19.47,27.3,9,NA,1.9,339,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-26T13:00:00Z,nabeul,913,10084,0,6770,NA,30.86,37.87,14.8,27.7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1012.15,NA
2025-07-26T13:00:00Z,ben-kemla,NA,10017,0,6815,NA,31.74,41.16,16.9,27.5,10,NA,0.9,93,2,NA,NA,NA,NA,NA,NA,NA,NA,771,1013.751,NA
