Date,nom_station,Precipitation,Solar.Panel,Solar.radiation,Wind.gust,Dew.Point,HC.Relative.humidity,HC.Air.temperature,Battery,VPD,DeltaT,U.sonic.wind.speed,U.sonic.wind.dir
2025-09-02T21:00:00Z,nabeul,0,0,0,3,16.8,60.77,24.98,6488,12.3,5,1.2,183
2025-09-02T22:00:00Z,bizerte,0,0,0,2.1,18.1,72.33,23.36,6579,7.9,3,0.9,21
2025-09-02T22:00:00Z,jendouba,0,0,0,1.3,17.04,85.73,21.56,6542,3.6,2,0.4,237
2025-09-02T22:00:00Z,mahdia,0,0,0,2.7,22.12,77.15,26.48,6495,7.9,3,1.2,10
2025-09-02T23:00:00Z,bizerte,0,0,0,1.6,17.6,70.58,23.36,6582,8.3,4,0.7,11
2025-09-02T23:00:00Z,jendouba,0,0,0,1.3,17.04,85.73,21.56,6539,3.6,2,0.4,298
2025-09-02T23:00:00Z,mahdia,0,0,0,2.6,20.04,69.6,26.03,6488,10.2,4,1,1
2025-09-03T01:00:00Z,bizerte,0,0,0,0.9,17.5,74.08,22.47,6559,7,3,0.3,227
2025-09-03T01:00:00Z,jendouba,0,0,0,15,17.04,85.73,21.56,6522,3.6,2,1.7,293
2025-09-03T01:00:00Z,mahdia,0,0,0,2.6,19.08,69.16,25.14,6481,9.9,4,1,11
2025-09-03T01:00:00Z,nabeul,0,0,0,3,16.3,66.17,23.01,6457,9.4,4,1.2,183
2025-09-03T02:00:00Z,bizerte,0,0,0,0.5,17.3,73.06,22.41,6562,7.2,3,0.2,10
2025-09-03T02:00:00Z,jendouba,0,0,0,9.6,17.04,85.73,21.56,6516,3.6,2,1.4,270
2025-09-03T02:00:00Z,mahdia,0,0,0,1.9,19.8,73.93,24.76,6468,8.1,3,0.9,7
2025-09-03T02:00:00Z,nabeul,0,0,0,3,16,66.16,22.77,6457,9.3,4,1.2,183
2025-09-03T03:00:00Z,bizerte,0,0,0,1.2,16.7,74.25,21.62,6559,6.6,3,0.4,0
2025-09-03T03:00:00Z,jendouba,0,0,0,8.8,17.04,85.73,21.56,6514,3.6,2,5.8,308
2025-09-03T03:00:00Z,mahdia,0,0,0,2.4,19.84,74.93,24.59,6457,7.7,3,0.9,358
2025-09-03T03:00:00Z,nabeul,0,0,0,3,15.6,66.73,22.12,6457,8.8,4,1.2,183
2025-09-03T04:00:00Z,bizerte,0,503,0,1.4,16.5,76.92,20.8,6553,5.6,3,0.7,303
2025-09-03T04:00:00Z,jendouba,0,0,0,12.5,17.04,85.73,21.56,6499,3.6,2,5.4,315
2025-09-03T04:00:00Z,mahdia,0,0,0,2.2,19.33,72.51,24.6,6446,8.5,4,0.9,3
2025-09-03T04:00:00Z,nabeul,0,0,0,3,17.7,85.35,20.39,6454,3.5,2,1.2,183
2025-09-03T05:00:00Z,bizerte,0,9993,44,2.4,16.7,79.84,20.38,6864,4.7,2,1,352
2025-09-03T05:00:00Z,jendouba,0,0,0,29.6,17.04,85.73,21.56,6496,3.6,2,10.2,266
2025-09-03T05:00:00Z,mahdia,0,6157,0,2.1,19.47,73.85,24.44,6433,8,3,0.9,0
2025-09-03T05:00:00Z,nabeul,0,0,0,3,19.5,99.67,19.64,6451,0,0,1.2,183
2025-09-03T06:00:00Z,bizerte,0,10194,248,3.5,17.2,68.56,23.45,6867,9.1,4,1.1,346
2025-09-03T06:00:00Z,jendouba,0,7017,58,21.8,17.04,85.73,21.56,6747,3.6,2,5.9,113
2025-09-03T06:00:00Z,mahdia,0,7071,48,2.3,19.62,73.88,24.59,6766,8.1,3,0.9,355
2025-09-03T06:00:00Z,nabeul,0,4102,11,3,19.5,99.65,19.57,6454,0,0,1.2,183
2025-09-03T07:00:00Z,bizerte,0,10228,445,4.8,16.8,57.15,26,6867,14.4,6,2.2,50
2025-09-03T07:00:00Z,jendouba,0.4,9768,273,34.7,17.04,85.73,21.56,6810,3.6,2,16,284
2025-09-03T07:00:00Z,mahdia,0,10175,161,3,19.43,69.07,25.53,6887,10.1,4,1.1,352
2025-09-03T07:00:00Z,nabeul,0,9773,220,3,18.3,78.45,22.77,6776,6.4,3,1.2,183
2025-09-03T08:00:00Z,bizerte,0,10170,623,5,14.9,46.68,27.44,6855,19.4,8,2.4,54
2025-09-03T08:00:00Z,jendouba,0,9945,495,2.9,17.04,85.73,21.56,6815,3.6,2,1.1,206
2025-09-03T08:00:00Z,mahdia,0,10479,466,3,18.68,59.46,27.29,6889,14.7,6,1.4,341
2025-09-03T08:00:00Z,nabeul,0,10070,470,3,15.8,55.29,25.49,6787,14.5,6,1.2,183
2025-09-03T09:00:00Z,bizerte,0,10209,782,5.3,10,30.99,28.97,6870,27.5,11,2.6,58
2025-09-03T09:00:00Z,jendouba,0,9936,658,3,17.04,85.73,21.56,6807,3.6,2,1.3,13
2025-09-03T09:00:00Z,mahdia,0,10412,658,3.5,18.04,53.07,28.54,6893,18.3,7,1.4,340
2025-09-03T09:00:00Z,nabeul,0,10113,611,3,15.1,49.68,26.56,6784,17.4,7,1.2,183
2025-09-03T10:00:00Z,bizerte,0,10166,890,5.9,10.9,31.21,29.83,6858,28.8,11,2.6,63
2025-09-03T10:00:00Z,jendouba,0,9993,747,3.7,17.04,85.73,21.56,6815,3.6,2,1.3,238
2025-09-03T10:00:00Z,mahdia,0,10412,809,3.1,17.65,50.24,29.05,6893,20,8,1.5,340
2025-09-03T10:00:00Z,nabeul,0,10103,817,3,14.6,45.38,27.57,6776,20.1,8,1.2,183
2025-09-03T11:00:00Z,bizerte,0,10132,930,7.7,12.1,33.02,30.29,6855,28.8,11,3,112
2025-09-03T11:00:00Z,jendouba,0,10017,865,4.3,17.04,85.73,21.56,6815,3.6,2,1.6,90
2025-09-03T11:00:00Z,mahdia,0,10309,919,2.9,16,42.58,30.16,6893,24.6,9,1.4,328
2025-09-03T11:00:00Z,nabeul,0,10122,912,3,12.3,37.4,28.32,6781,24,10,1.2,183
2025-09-03T12:00:00Z,bizerte,0,9964,897,7.6,14,37.14,30.25,6841,27,10,4.1,111
2025-09-03T12:00:00Z,jendouba,0,9936,894,3.8,17.04,85.73,21.56,6810,3.6,2,1.7,220
2025-09-03T12:00:00Z,mahdia,0,10164,944,3.3,13.63,35.83,30.48,6887,28,11,1.4,341
2025-09-03T12:00:00Z,nabeul,0,10070,909,3,9.1,28.59,29.24,6778,28.9,12,1.2,183
2025-09-03T13:00:00Z,bizerte,0,8982,781,7.5,14.7,39.35,30.09,6855,25.8,10,4.4,109
2025-09-03T13:00:00Z,jendouba,0,9897,861,4.3,17.04,85.73,21.56,6807,3.6,2,1.8,209
2025-09-03T13:00:00Z,mahdia,0,8501,652,3.2,15.33,39.06,30.86,6880,27.2,10,1.3,18
2025-09-03T13:00:00Z,nabeul,0,10041,907,3,9.4,27.79,30.19,6773,30.9,12,1.2,183
2025-09-03T14:00:00Z,bizerte,0,8383,484,6,15.1,41.42,29.66,6827,24.3,9,4,104
2025-09-03T14:00:00Z,jendouba,0,9705,749,3.4,17.04,85.73,21.56,6807,3.6,2,1.3,64
2025-09-03T14:00:00Z,mahdia,0,8513,743,3.8,15.33,39.69,30.64,6878,26.6,10,1.4,50
2025-09-03T14:00:00Z,nabeul,0,10070,803,3,7.7,24.54,30.27,6776,32.4,13,1.2,183
2025-09-03T15:00:00Z,bizerte,0,7961,57,5.6,15.5,43.79,29.14,6815,22.7,9,3.5,114
2025-09-03T15:00:00Z,jendouba,0,8919,421,4.7,17.04,85.73,21.56,6824,3.6,2,1.8,98
2025-09-03T15:00:00Z,mahdia,0,7626,591,4.3,17.02,47.93,29.18,6871,21.1,8,2.2,66
2025-09-03T15:00:00Z,nabeul,0,10065,607,3,14.2,39.42,29.55,6781,25,10,1.2,183
2025-09-03T16:00:00Z,bizerte,0,7026,71,5,15.6,46.54,28.22,6810,20.4,8,3.2,111
2025-09-03T16:00:00Z,jendouba,0,7481,334,5.8,17.04,85.73,21.56,6764,3.6,2,2.6,75
2025-09-03T16:00:00Z,mahdia,0,7142,351,4,16.96,48.82,28.8,6884,20.3,8,1.9,51
2025-09-03T16:00:00Z,nabeul,0,9979,418,3,15.5,45.39,28.52,6796,21.2,8,1.2,183
2025-09-03T17:00:00Z,bizerte,0,896,80,4.8,16.8,56.18,26.34,6730,15,6,3.2,90
2025-09-03T17:00:00Z,jendouba,0,5051,153,8.2,17.04,85.73,21.56,6733,3.6,2,4.1,54
2025-09-03T17:00:00Z,mahdia,0,7071,178,3.7,18.7,56.28,28.25,6826,16.8,6,1.8,39
2025-09-03T17:00:00Z,nabeul,0,8483,241,3,16,50.1,27.35,6833,18.1,7,1.2,183
2025-09-03T18:00:00Z,bizerte,0,0,0,3.4,17.7,66.57,24.4,6636,10.2,4,1.8,104
2025-09-03T18:00:00Z,jendouba,0,0,10,7.5,17.04,85.73,21.56,6573,3.6,2,3.9,59
2025-09-03T18:00:00Z,mahdia,0,2816,47,2.9,19.59,62.76,27.32,6626,13.5,5,1.3,50
2025-09-03T18:00:00Z,nabeul,0,0,20,3,15.8,55.42,25.51,6562,14.5,6,1.2,183
2025-09-03T19:00:00Z,bizerte,0,0,0,1.8,17.8,73.72,22.84,6590,7.3,3,0.6,43
2025-09-03T19:00:00Z,jendouba,0,0,0,6.1,17.04,85.73,21.56,6542,3.6,2,2.8,72
2025-09-03T19:00:00Z,mahdia,0,0,0,2.6,19.83,67.02,26.45,6470,11.4,4,1.1,34
2025-09-03T19:00:00Z,nabeul,0,0,0,3,15.5,60.28,23.72,6516,11.6,5,1.2,183
2025-09-03T20:00:00Z,bizerte,0,0,0,1.2,17.2,76.85,21.51,6590,5.9,3,0.4,344
2025-09-03T20:00:00Z,jendouba,0,0,0,24.1,17.04,85.73,21.56,6542,3.6,2,2.8,65
2025-09-03T20:00:00Z,mahdia,0,0,0,2.2,19.51,67.55,25.98,6502,10.9,4,0.9,34
2025-09-03T20:00:00Z,nabeul,0,0,0,3,16.6,76.01,21.11,6494,6,3,1.2,183
2025-09-03T21:00:00Z,bizerte,0,0,0,0.9,17,81.5,20.33,6588,4.3,2,0.5,8
2025-09-03T21:00:00Z,jendouba,0,0,0,20.8,17.04,85.73,21.56,6542,3.6,2,16,131
2025-09-03T21:00:00Z,mahdia,0,0,0,2.6,20.05,71.18,25.66,6499,9.5,4,1.1,44
2025-09-03T21:00:00Z,nabeul,0,0,0,3,19.7,99.81,19.78,6491,0,0,1.2,183
2025-09-03T22:00:00Z,bizerte,0,0,0,2.2,18.2,93,19.44,6576,1.5,1,0.6,11
2025-09-03T22:00:00Z,jendouba,0,0,0,21.3,17.04,85.73,21.56,6542,3.6,2,16.2,77
2025-09-03T22:00:00Z,mahdia,0,0,0,1.6,20.07,73.09,25.25,6497,8.7,4,0.8,39
2025-09-03T23:00:00Z,bizerte,0,0,0,1.2,18.5,95.81,19.25,6576,0.8,0,0.6,18
2025-09-03T23:00:00Z,jendouba,0,0,0,33.8,17.04,85.73,21.56,6534,3.6,2,13.7,51
2025-09-03T23:00:00Z,mahdia,0,0,0,1.3,20.51,78.97,24.4,6493,6.4,3,0.5,13
2025-09-04T01:00:00Z,bizerte,0,0,0,0.7,16.9,97.5,17.35,6559,0.4,0,0.3,152
2025-09-04T01:00:00Z,jendouba,0,0,0,27,17.04,85.73,21.56,6522,3.6,2,11.9,347
2025-09-04T01:00:00Z,mahdia,0,0,0,0.8,21.78,98.29,22.07,6484,0.5,0,0.4,23
2025-09-04T01:00:00Z,nabeul,0,0,0,3,16.4,99.53,16.57,6465,0,0,1.2,183
2025-09-04T02:00:00Z,bizerte,0,0,0,1,16.1,99.63,16.16,6545,0,0,0.5,350
2025-09-04T02:00:00Z,jendouba,0,0,0,35.6,17.04,85.73,21.56,6516,3.6,2,11.8,56
2025-09-04T02:00:00Z,mahdia,0,0,0,0.8,21.8,99.91,21.82,6481,0,0,0.4,24
2025-09-04T02:00:00Z,nabeul,0,0,0,3,15.9,99.49,16.04,6459,0,0,1.2,183
2025-09-04T03:00:00Z,bizerte,0,0,0,1,15.8,99.5,15.94,6542,0.1,0,0.5,334
2025-09-04T03:00:00Z,jendouba,0,0,0,38.9,17.04,85.73,21.56,6505,3.6,2,25.7,33
2025-09-04T03:00:00Z,mahdia,0,0,0,0.6,21.1,99.9,21.11,6470,0,0,0.4,11
2025-09-04T03:00:00Z,nabeul,0,0,0,3,15.5,99.46,15.6,6454,0,0,1.2,183
2025-09-04T04:00:00Z,bizerte,0,589,0,1,15.4,99.62,15.55,6542,0.1,0,0.5,318
2025-09-04T04:00:00Z,jendouba,0,0,0,37.4,17.04,85.73,21.56,6491,3.6,2,20.5,28
2025-09-04T04:00:00Z,mahdia,0,0,0,0.8,20.36,99.86,20.38,6464,0,0,0.4,32
2025-09-04T04:00:00Z,nabeul,0,0,0,3,15,99.45,15.12,6457,0,0,1.2,183
2025-09-04T05:00:00Z,bizerte,0,10118,70,0.8,15.8,98.52,16.13,6864,0.2,0,0.4,340
2025-09-04T05:00:00Z,jendouba,0,762,0,29.9,17.04,85.73,21.56,6485,3.6,2,12,25
2025-09-04T05:00:00Z,mahdia,0,6259,0,0.6,19.41,99.85,19.44,6457,0,0,0.4,43
2025-09-04T05:00:00Z,nabeul,0,0,0,3,14.3,99.44,14.43,6451,0,0,1.2,183
2025-09-04T06:00:00Z,bizerte,0,10122,260,1.2,18.1,89.3,20.04,6858,2.6,1,0.5,103
2025-09-04T06:00:00Z,jendouba,0,9360,77,1.5,17.04,85.73,21.56,6810,3.6,2,1,33
2025-09-04T06:00:00Z,mahdia,0,9990,73,0.9,20.55,99.85,20.57,6884,0,0,0.4,22
2025-09-04T06:00:00Z,nabeul,0,6020,8,3,14.7,99.43,14.86,6477,0,0,1.2,183
2025-09-04T07:00:00Z,bizerte,0,10237,449,3.2,18.1,71.21,23.68,6867,8.4,4,1.7,122
2025-09-04T07:00:00Z,jendouba,0,9806,279,31.5,17.04,85.73,21.56,6810,3.6,2,12.9,168
2025-09-04T07:00:00Z,mahdia,0,10325,284,1.4,22.69,89.99,24.49,6889,3.2,1,0.5,334
2025-09-04T07:00:00Z,nabeul,0,9542,206,3,18.6,91.99,20.15,6784,2.2,1,1.2,183
2025-09-04T08:00:00Z,bizerte,0,10228,628,4.1,18,60.81,26.22,6870,13.3,5,2.3,140
2025-09-04T08:00:00Z,jendouba,0,9916,485,37.3,17.04,85.73,21.56,6813,3.6,2,11.6,159
2025-09-04T08:00:00Z,mahdia,0,10357,489,1.8,21.67,72.83,27,6893,9.7,4,0.8,329
2025-09-04T08:00:00Z,nabeul,0,10036,506,3,17.3,61.5,25.32,6784,12.4,5,1.2,183
2025-09-04T09:00:00Z,bizerte,0,10194,783,6.2,16.7,48.88,28.59,6864,20,8,2.9,156
2025-09-04T09:00:00Z,jendouba,0,9988,657,2.6,17.04,85.73,21.56,6807,3.6,2,1,113
2025-09-04T09:00:00Z,mahdia,0,10254,678,2.2,20.07,61.35,28.24,6893,14.8,6,0.9,329
2025-09-04T09:00:00Z,nabeul,0,10070,692,3,15.5,48.77,27.31,6781,18.6,7,1.2,183
2025-09-04T10:00:00Z,bizerte,0,10185,890,6.5,13.7,35.74,30.8,6864,28.6,11,3,157
2025-09-04T10:00:00Z,jendouba,0,9955,790,31.2,17.04,85.73,21.56,6807,3.6,2,14.1,151
2025-09-04T10:00:00Z,mahdia,0,10475,831,3.1,19.4,57.04,28.76,6891,17,6,1.3,66
2025-09-04T10:00:00Z,nabeul,0,10036,845,3,13.8,38.17,29.66,6776,25.7,10,1.2,183
2025-09-04T11:00:00Z,bizerte,0,10089,937,6.2,12.3,29.68,32.29,6861,33.9,13,3.2,142
2025-09-04T11:00:00Z,jendouba,0,9959,873,27.6,17.04,85.73,21.56,6810,3.6,2,16.8,135
2025-09-04T11:00:00Z,mahdia,0,10447,932,3.8,19.75,58.18,28.78,6893,16.5,6,1.8,89
2025-09-04T11:00:00Z,nabeul,0,10003,944,3,12.2,31.3,31.31,6773,31.4,12,1.2,183
2025-09-04T12:00:00Z,bizerte,0,9691,906,8,13.6,31,33.12,6855,34.9,12,3.2,115
2025-09-04T12:00:00Z,jendouba,0,9950,903,31,17.04,85.73,21.56,6813,3.6,2,20.6,184
2025-09-04T12:00:00Z,mahdia,0,10175,962,3.4,19.8,57.33,29.09,6889,17.2,6,1.9,76
2025-09-04T12:00:00Z,nabeul,0,9998,967,3,12,28.84,32.52,6776,34.8,13,1.2,183
2025-09-04T13:00:00Z,bizerte,0,8723,794,7.5,16.6,38.73,32.58,6835,30,11,5.2,115
2025-09-04T13:00:00Z,jendouba,0,9888,866,34.1,17.04,85.73,21.56,6807,3.6,2,17,170
2025-09-04T13:00:00Z,mahdia,0,8741,624,4.1,20.07,59.11,28.85,6871,16.2,6,2.1,98
2025-09-04T13:00:00Z,nabeul,0,9998,906,3,13.8,31.64,32.87,6776,34.1,12,1.2,183
2025-09-04T14:00:00Z,bizerte,0,8234,462,7.6,15.8,37.32,32.31,6833,30.3,11,5.4,114
2025-09-04T14:00:00Z,jendouba,0,9327,758,32.4,17.04,85.73,21.56,6810,3.6,2,15.5,106
2025-09-04T14:00:00Z,mahdia,0,7910,755,4.3,20.29,59.73,28.91,6871,16.1,6,2,86
2025-09-04T14:00:00Z,nabeul,0,10075,779,3,15.9,37.26,32.38,6778,30.4,11,1.2,183
2025-09-04T15:00:00Z,bizerte,0,7788,55,7.8,16.5,41.84,31.07,6827,26.2,10,5.3,114
2025-09-04T15:00:00Z,jendouba,0,8603,435,28.8,17.04,85.73,21.56,6801,3.6,2,18.2,87
2025-09-04T15:00:00Z,mahdia,0,7654,569,3.5,20.01,59.64,28.64,6871,15.8,6,1.8,136
2025-09-04T15:00:00Z,nabeul,0,10051,618,3,16.5,42,30.98,6778,26,9,1.2,183
2025-09-04T16:00:00Z,bizerte,0,6806,64,7.4,17.8,49.41,29.59,6815,20.9,8,4.7,113
2025-09-04T16:00:00Z,jendouba,0,6969,310,30.5,17.04,85.73,21.56,6761,3.6,2,15.7,171
2025-09-04T16:00:00Z,mahdia,0,7118,371,3.9,20.35,61.82,28.38,6869,14.8,5,1.8,133
2025-09-04T16:00:00Z,nabeul,0,9950,429,3,16.8,44.52,30.25,6778,23.8,9,1.2,183
2025-09-04T17:00:00Z,bizerte,0,632,59,5.5,17.8,54.94,27.75,6724,16.8,7,3.1,122
2025-09-04T17:00:00Z,jendouba,0,5430,139,27,17.04,85.73,21.56,6699,3.6,2,16.4,101
2025-09-04T17:00:00Z,mahdia,0,7028,162,3.1,20.36,64.36,27.7,6786,13.2,5,1.6,134
2025-09-04T17:00:00Z,nabeul,0,8421,237,3,16.7,48.8,28.56,6830,19.9,8,1.2,183
2025-09-04T18:00:00Z,bizerte,0,0,0,4.4,16.9,56.11,26.45,6625,15.1,6,2,140
2025-09-04T18:00:00Z,jendouba,0,0,13,29,17.04,85.73,21.56,6545,3.6,2,11.5,0
2025-09-04T18:00:00Z,mahdia,0,1816,43,3.1,20.68,70.24,26.54,6588,10.3,4,1.5,158
2025-09-04T18:00:00Z,nabeul,0,0,24,3,16.8,55.99,26.41,6548,15.1,6,1.2,183
2025-09-04T19:00:00Z,bizerte,0,0,0,1.5,17.3,64.01,24.62,6608,11.1,5,0.8,128
2025-09-04T19:00:00Z,jendouba,0,0,0,25.3,17.04,85.73,21.56,6545,3.6,2,18,20
2025-09-04T19:00:00Z,mahdia,0,0,0,2,20.85,73.7,25.91,6470,8.8,4,0.9,145
2025-09-04T19:00:00Z,nabeul,0,0,0,3,17.2,64.87,24.35,6508,10.6,5,1.2,183
2025-09-04T20:00:00Z,bizerte,0,0,0,0.9,17.3,70.69,23.04,6590,8.2,4,0.6,24
2025-09-04T20:00:00Z,jendouba,0,0,0,31.2,17.04,85.73,21.56,6536,3.6,2,24.8,135
2025-09-04T20:00:00Z,mahdia,0,0,0,1.5,20.47,74.17,25.41,6495,8.4,3,0.5,140
2025-09-04T20:00:00Z,nabeul,0,0,0,3,18,73.79,23.03,6488,7.3,3,1.2,183
2025-09-04T21:00:00Z,bizerte,0,0,0,0.9,17.3,78.08,21.31,6588,5.5,3,0.6,8
2025-09-04T21:00:00Z,jendouba,0,0,0,23.3,17.04,85.73,21.56,6536,3.6,2,19.4,118
2025-09-04T21:00:00Z,mahdia,0,0,0,0.8,20.91,79.1,24.78,6493,6.5,3,0.4,99
2025-09-04T21:00:00Z,nabeul,0,0,0,3,20.1,89.32,22.09,6482,2.8,1,1.2,183
2025-09-04T22:00:00Z,bizerte,0,0,0,0.6,16.6,73.58,21.58,6579,6.8,3,0.3,4
2025-09-04T22:00:00Z,jendouba,0,0,0,24,17.04,85.73,21.56,6528,3.6,2,18.5,118
2025-09-04T22:00:00Z,mahdia,0,0,0,1.1,21.17,85.39,23.77,6490,4.3,2,0.5,43
2025-09-04T23:00:00Z,bizerte,0,0,0,0.8,16.8,76.51,21.14,6576,5.8,3,0.4,352
2025-09-04T23:00:00Z,jendouba,0,0,0,19.9,17.04,85.73,21.56,6525,3.6,2,18.5,117
2025-09-04T23:00:00Z,mahdia,0,0,0,0.9,21.72,90.36,23.4,6488,2.8,1,0.5,40
2025-09-05T01:00:00Z,bizerte,0,0,0,1.1,18.8,93.66,19.89,6559,1.4,1,0.5,323
2025-09-05T01:00:00Z,jendouba,0,0,0,39.1,17.04,85.73,21.56,6516,3.6,2,31.3,106
2025-09-05T01:00:00Z,mahdia,0,0,0,0.7,21.71,99.9,21.72,6481,0,0,0.4,31
2025-09-05T01:00:00Z,nabeul,0,0,0,3,19.9,99.55,20.07,6457,0.1,0,1.2,183
2025-09-05T02:00:00Z,bizerte,0,0,0,1,18.7,95.46,19.56,6556,1,1,0.5,303
2025-09-05T02:00:00Z,jendouba,0,0,0,28.6,17.04,85.73,21.56,6502,3.6,2,19.5,149
2025-09-05T02:00:00Z,mahdia,0,0,0,0.9,21.67,99.91,21.69,6470,0,0,0.5,25
2025-09-05T02:00:00Z,nabeul,0,0,0,3,19.5,99.53,19.65,6451,0.1,0,1.2,183
2025-09-05T03:00:00Z,bizerte,0,0,0,1.2,18.9,97.36,19.35,6553,0.5,0,0.5,337
2025-09-05T03:00:00Z,jendouba,0,0,0,25.4,17.04,85.73,21.56,6494,3.6,2,16.6,119
2025-09-05T03:00:00Z,mahdia,0,0,0,0.8,21.71,99.9,21.73,6466,0,0,0.4,31
2025-09-05T03:00:00Z,nabeul,0,0,0,3,19.1,99.49,19.23,6445,0.1,0,1.2,183
2025-09-05T04:00:00Z,bizerte,0,0,0,1,18.8,99.13,18.98,6556,0.1,0,0.5,292
2025-09-05T04:00:00Z,jendouba,0,0,0,26.5,17.04,85.73,21.56,6488,3.6,2,20,139
2025-09-05T04:00:00Z,mahdia,0,0,0,0.8,21.78,99.9,21.8,6457,0,0,0.4,36
2025-09-05T04:00:00Z,nabeul,0,0,0,3,18.8,99.47,18.97,6451,0.1,0,1.2,183
2025-09-05T05:00:00Z,bizerte,0,10075,60,1.5,18.8,99.92,18.91,6858,0,0,0.5,117
2025-09-05T05:00:00Z,jendouba,0,738,0,40.2,17.04,85.73,21.56,6488,3.6,2,33.6,55
2025-09-05T05:00:00Z,mahdia,0,3900,0,0.8,21.47,99.88,21.5,6448,0,0,0.4,38
2025-09-05T05:00:00Z,nabeul,0,0,0,3,17.7,99.45,17.85,6448,0.1,0,1.2,183
2025-09-05T06:00:00Z,bizerte,0,10103,249,1.4,20.8,91.13,22.4,6864,2.4,1,0.4,356
2025-09-05T06:00:00Z,jendouba,0,8536,68,40.2,17.04,85.73,21.56,6787,3.6,2,33.5,284
2025-09-05T06:00:00Z,mahdia,0,7142,47,0.8,21.64,99.87,21.66,6822,0,0,0.4,35
2025-09-05T06:00:00Z,nabeul,0,6202,11,3,18.1,99.42,18.3,6474,0.1,0,1.2,183
2025-09-05T07:00:00Z,bizerte,0,10180,442,2.7,21.8,77.78,26.08,6867,7.5,3,0.9,144
2025-09-05T07:00:00Z,jendouba,0,9763,269,29.8,17.04,85.73,21.56,6801,3.6,2,21,176
2025-09-05T07:00:00Z,mahdia,0,10175,256,1.1,23.53,88.16,25.71,6889,4.2,2,0.5,348
2025-09-05T07:00:00Z,nabeul,0,9399,215,3,21.6,97.72,22.05,6778,0.6,0,1.2,183
2025-09-05T08:00:00Z,bizerte,0,10166,621,3.4,20.7,67.06,27.47,6855,12,5,1.3,144
2025-09-05T08:00:00Z,jendouba,0,9969,474,30.4,17.04,85.73,21.56,6813,3.6,2,23.8,183
2025-09-05T08:00:00Z,mahdia,0,10238,462,1.7,21.99,67.92,28.56,6893,12.6,5,0.6,244
2025-09-05T08:00:00Z,nabeul,0,10041,500,3,17.7,59.37,26.4,6787,14,6,1.2,183
2025-09-05T09:00:00Z,bizerte,0,10012,778,3.3,18.7,53.41,29.22,6855,18.9,7,1.4,100
2025-09-05T09:00:00Z,jendouba,0,9926,646,30.6,17.04,85.73,21.56,6804,3.6,2,22.1,121
2025-09-05T09:00:00Z,mahdia,0,10254,646,22.5,18.87,51.3,30.02,6893,20.7,8,2,17
2025-09-05T09:00:00Z,nabeul,0,10079,686,3,17.1,51.72,28.01,6784,18.2,7,1.2,183
2025-09-05T10:00:00Z,bizerte,0,10142,892,5.1,18,46.9,30.73,6864,23.4,8,2,102
2025-09-05T10:00:00Z,jendouba,0,9998,779,24.7,17.04,85.73,21.56,6804,3.6,2,15.3,117
2025-09-05T10:00:00Z,mahdia,0,10439,804,28.8,22.23,64.26,29.71,6893,14.9,5,20,30
2025-09-05T10:00:00Z,nabeul,0,10051,843,3,14.9,40.44,29.86,6778,25,10,1.2,183
2025-09-05T11:00:00Z,bizerte,0,10027,944,5.8,14.8,35.89,31.86,6858,30.2,11,2.2,90
2025-09-05T11:00:00Z,jendouba,0,9926,870,31.3,17.04,85.73,21.56,6804,3.6,2,16.6,305
2025-09-05T11:00:00Z,mahdia,0,10357,899,27.4,22.45,65.31,29.66,6893,14.4,5,18,145
2025-09-05T11:00:00Z,nabeul,0,10070,944,3,14.5,37.19,30.88,6778,28,10,1.2,183
2025-09-05T12:00:00Z,bizerte,0,9538,909,6.2,14.2,33.02,32.63,6850,32.9,12,3.2,100
2025-09-05T12:00:00Z,jendouba,0,9950,892,27.2,17.04,85.73,21.56,6804,3.6,2,17.8,125
2025-09-05T12:00:00Z,mahdia,0,10278,927,20.7,22.63,65.01,29.93,6889,14.8,5,15.9,144
2025-09-05T12:00:00Z,nabeul,0,10055,973,3,14.2,34.45,31.85,6778,30.9,11,1.2,183
2025-09-05T13:00:00Z,bizerte,0,8565,802,6,15.1,34.75,32.78,6841,32.4,11,3.8,117
2025-09-05T13:00:00Z,jendouba,0,9902,843,27.9,17.04,85.73,21.56,6801,3.6,2,19.5,352
2025-09-05T13:00:00Z,mahdia,0,8607,615,21.9,21.77,61.61,29.95,6878,16.2,6,6.8,130
2025-09-05T13:00:00Z,nabeul,0,10041,917,3,13.4,32.56,31.95,6770,31.9,12,1.2,183
2025-09-05T14:00:00Z,bizerte,0,8291,449,6.9,16.8,40.31,32.05,6833,28.4,10,4.6,121
2025-09-05T14:00:00Z,jendouba,0,9705,734,28,17.04,85.73,21.56,6798,3.6,2,18.5,176
2025-09-05T14:00:00Z,mahdia,0,8418,748,25.1,21.28,59.89,29.92,6871,16.9,6,7.6,330
2025-09-05T14:00:00Z,nabeul,0,10031,798,3,13.7,33.21,31.98,6770,31.7,12,1.2,183
2025-09-05T15:00:00Z,bizerte,0,7836,49,6.5,17,42.47,31.3,6821,26.2,9,4.3,119
2025-09-05T15:00:00Z,jendouba,0,8713,435,29.1,17.04,85.73,21.56,6813,3.6,2,18.7,270
2025-09-05T15:00:00Z,mahdia,0,7272,613,32.2,19.27,53.3,29.81,6875,19.6,7,19.4,327
